Name,Join Date,First Activity,Last Active,Last Activity,Duration,Timezone,Worktime,Total Commits,Authored files,Commit Rate,Code Commits,Code Commit Rate,Other Commits,Other Commit Rate,Code Contribution,Code Contribution Rate,Code Contribution Density,Total Issues,Issue Participated,Issue Solved,Issue Contribution,Issue Contribution Rate,Issue Solving Ratio,Issue Solving Density,Total Pull Requests,PR Merged,PR Reviewed,PR Participated,PR Contribution,PR Contribution Rate,PR Approval Ratio,PR Approval Density,Followers,Collaborations,Languages,File Types
Naruu,2019-09-15 04:09:49,Raise Issue 13321,2019-10-21 13:46:17,Commit 4d59675b65b6733e525286bbd512e9d5a42f3a22,37,9,22,4,4,0.10810810810810811,4,0.10810810810810811,0,0.0,142,3.8378378378378377,35.5,1,1,0,1,0.02702702702702703,0.0,0.0,7,4,0,7,7,0.1891891891891892,0.5714285714285714,0.015444015444015443,3,2,1,py_4
viirya,2015-12-25 10:07:20,Commit 58ed77b0d2f1a0223d551c779e624c55a10df296,2015-12-30 00:00:00,pr comment,5,8,18,4,3,0.8,4,0.8,0,0.0,23,4.6,5.75,0,1,0,0,0.0,0.0,0.0,3,2,0,3,3,0.6,0.6666666666666666,0.13333333333333333,303,1,1,py_5
ckkuang,2021-04-23 21:09:29,Commit c44fa834c8ae22fce667966e5053cd19d3a423b5,2021-06-25 08:47:51,Commit 71d6d6eb0412f4c66ff40cf2393bb157cec281e0,63,-7,1,4,4,0.06349206349206349,3,0.047619047619047616,1,0.015873015873015872,85,1.3492063492063493,21.25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,41,0,1,py_4 BUILD_1
StefanoCappellini,2018-03-25 10:02:51,Raise PR 9751,2018-06-20 00:00:00,pr comment,87,2,20,4,7,0.04597701149425287,4,0.04597701149425287,0,0.0,783,9.0,195.75,0,0,0,0,0.0,0,0.0,4,4,1,6,5,0.05747126436781609,1.0,0.011494252873563218,0,4,1,py_10 yml_1
alvations,2015-10-24 00:00:00,issue comment,2017-11-21 00:00:00,issue comment,760,2,20,4,1,0.005263157894736842,4,0.005263157894736842,0,0.0,42,0.05526315789473684,10.5,0,2,0,0,0.0,0.0,0.0,1,1,0,1,1,0.0013157894736842105,1.0,0.0013157894736842105,284,1,1,py_4
Yorwba,2017-03-12 10:59:02,Raise PR 5729,2017-04-25 18:30:20,Commit 5e51d02a94f08d461a831cd85a495d225ace7278,45,8,2,4,3,0.08888888888888889,4,0.08888888888888889,0,0.0,121,2.688888888888889,30.25,1,2,2,3,0.06666666666666667,1.0,0.022222222222222223,5,4,0,6,5,0.1111111111111111,0.8,0.017777777777777778,3,1,1,py_4
Haaris-Rahman,2022-04-09 00:00:00,pr comment,2022-04-17 06:17:28,Commit c52c11968b096580577c75b169f51c5b39002106,9,-7,23,4,10,0.4444444444444444,4,0.4444444444444444,0,0.0,2717,301.8888888888889,679.25,0,0,0,0,0.0,0,0.0,3,1,0,4,3,0.3333333333333333,0.3333333333333333,0.037037037037037035,1,2,1,py_18 BUILD_2
yongzx,2018-06-27 00:00:00,pr comment,2018-08-01 16:10:50,Commit e77a4cf3f85b45ad4275dfd661073ace1cc06e5a,36,-4,12,4,9,0.1111111111111111,3,0.08333333333333333,1,0.027777777777777776,140,3.888888888888889,35.0,0,0,0,0,0.0,0,0.0,7,4,0,10,7,0.19444444444444445,0.5714285714285714,0.015873015873015872,43,3,1,py_8 ini_4
SriRangaTarun,2018-12-08 00:00:00,issue comment,2020-07-27 00:00:00,issue comment,598,5,19,4,5,0.006688963210702341,2,0.0033444816053511705,2,0.0033444816053511705,12,0.020066889632107024,3.0,5,7,0,5,0.008361204013377926,0.0,0.0,14,4,0,15,14,0.023411371237458192,0.2857142857142857,0.00047778308647873863,113,8,1,md_3 py_2 html_1
javidcf,2016-10-31 15:16:46,Raise Issue 4239,2017-01-17 21:29:21,Commit 55487f33b135849cdda49bcc75778976d94a2575,79,0,21,3,3,0.0379746835443038,3,0.0379746835443038,0,0.0,30,0.379746835443038,10.0,1,1,0,1,0.012658227848101266,0.0,0.0,3,3,0,3,3,0.0379746835443038,1.0,0.012658227848101266,12,1,1,py_4
ziky90,2016-09-07 00:00:00,issue comment,2018-09-24 12:35:30,Raise PR 11214,748,1,19,3,3,0.004010695187165776,3,0.004010695187165776,0,0.0,29,0.03877005347593583,9.666666666666666,1,3,0,1,0.001336898395721925,0.0,0.0,6,3,0,6,6,0.008021390374331552,0.5,0.0006684491978609625,37,1,1,py_3
pranv,2015-04-13 09:51:20,Raise Issue 44,2016-02-09 00:00:00,pr comment,302,5,11,3,53,0.009933774834437087,3,0.009933774834437087,0,0.0,2694,8.920529801324504,898.0,6,38,0,6,0.019867549668874173,0.0,0.0,8,3,0,17,8,0.026490066225165563,0.375,0.0012417218543046358,128,11,1,py_39 md_16 yml_1
stas-sl,2016-02-12 00:00:00,pr comment,2017-11-15 00:00:00,pr comment,643,3,21,3,5,0.004665629860031105,3,0.004665629860031105,0,0.0,162,0.25194401244167963,54.0,0,0,0,0,0.0,0,0.0,3,3,1,5,4,0.006220839813374806,1.0,0.0015552099533437014,12,3,1,py_6
t-ae,2017-03-23 00:00:00,issue comment,2017-06-29 00:00:00,pr comment,99,9,1,3,3,0.030303030303030304,3,0.030303030303030304,0,0.0,15,0.15151515151515152,5.0,2,11,0,2,0.020202020202020204,0.0,0.0,3,3,1,6,4,0.04040404040404041,1.0,0.010101010101010102,30,2,1,py_4
pjadzinsky,2015-07-15 00:00:00,pr comment,2015-09-08 00:00:00,pr comment,56,-7,12,3,7,0.05357142857142857,3,0.05357142857142857,0,0.0,201,3.5892857142857144,67.0,4,6,0,4,0.07142857142857142,0.0,0.0,6,1,0,6,6,0.10714285714285714,0.16666666666666666,0.002976190476190476,4,2,1,py_7 md_1
jarfo,2016-01-06 00:00:00,issue comment,2017-03-11 20:08:30,Commit fd9acf6d7338d75b4433e714ffdda72295630173,431,1,21,3,3,0.0069605568445475635,3,0.0069605568445475635,0,0.0,46,0.10672853828306264,15.333333333333334,0,2,0,0,0.0,0.0,0.0,5,3,0,6,5,0.01160092807424594,0.6,0.0013921113689095127,38,1,1,py_4
Mahrkeenerh,2022-03-15 21:36:39,Commit 25e53c1654b0aeeb8bf4ea00dcc2f9743420a9d9,2022-03-27 19:10:32,Commit aa8af10a160845df30a8b28470e866e02c68bdf5,12,1,21,3,2,0.25,3,0.25,0,0.0,71,5.916666666666667,23.666666666666668,1,1,0,1,0.08333333333333333,0.0,0.0,1,1,0,1,1,0.08333333333333333,1.0,0.08333333333333333,15,4,1,py_6
fsx950223,2019-02-15 02:07:38,Raise PR 12277,2021-12-04 00:00:00,pr comment,1023,0,6,3,8,0.002932551319648094,3,0.002932551319648094,0,0.0,628,0.613880742913001,209.33333333333334,1,3,0,1,0.0009775171065493646,0.0,0.0,7,2,0,7,7,0.006842619745845552,0.2857142857142857,0.00027929060187124703,72,7,1,py_8
qqfish,2019-03-13 22:31:35,Raise PR 12474,2021-08-11 08:11:22,Commit a5fd1883be18b3e9ce7688484452f9e2e47c3cd4,882,-7,1,3,8,0.003401360544217687,0,0.0,3,0.003401360544217687,24,0.027210884353741496,8.0,0,0,0,0,0.0,0,0.0,1,0,0,1,1,0.0011337868480725624,0.0,0.0,21,0,0,BUILD_9 bzl_1
abishekk92,2016-08-22 00:00:00,issue comment,2017-05-08 00:00:00,issue comment,260,5,9,3,3,0.011538461538461539,2,0.007692307692307693,1,0.0038461538461538464,5,0.019230769230769232,1.6666666666666667,0,6,0,0,0.0,0.0,0.0,3,3,0,3,3,0.011538461538461539,1.0,0.0038461538461538464,66,1,1,py_2 md_1
sklan,2019-02-09 19:59:33,Raise PR 12243,2019-03-18 06:18:57,Commit f0eb8d538c82798944346b4b2df917a06bf5e9d4,37,5,11,3,3,0.08108108108108109,3,0.08108108108108109,0,0.0,147,3.972972972972973,49.0,0,0,0,0,0.0,0,0.0,3,3,0,3,3,0.08108108108108109,1.0,0.02702702702702703,0,4,1,py_3
bojone,2016-07-22 11:48:26,Raise Issue 3288,2020-03-06 06:49:28,Raise PR 13867,1323,8,7,3,2,0.0022675736961451248,3,0.0022675736961451248,0,0.0,226,0.1708238851095994,75.33333333333333,6,7,0,6,0.0045351473922902496,0.0,0.0,9,3,0,9,9,0.006802721088435374,0.3333333333333333,0.00025195263290501383,7052,7,1,py_3
robertomest,2016-08-31 17:03:54,Raise PR 3650,2019-03-20 00:00:00,issue comment,931,-3,18,3,2,0.00322234156820623,3,0.00322234156820623,0,0.0,184,0.19763694951664876,61.333333333333336,0,13,0,0,0.0,0.0,0.0,3,3,0,4,3,0.00322234156820623,1.0,0.0010741138560687433,15,2,1,py_4
rvinas,2018-07-01 16:30:55,Raise PR 10576,2019-11-07 18:46:56,Raise PR 13528,495,2,18,3,7,0.006060606060606061,3,0.006060606060606061,0,0.0,146,0.29494949494949496,48.666666666666664,0,0,0,0,0.0,0,0.0,4,3,0,4,4,0.00808080808080808,0.75,0.0015151515151515152,59,2,1,py_7
wb14123,2015-12-23 09:14:51,Commit 0695b82f7476329bd1dcba1baf482986b357c0c0,2016-01-20 09:19:04,Commit 371dcc9071e7678c308ad09a85e3e027e9d8bdba,29,8,17,3,2,0.10344827586206896,3,0.10344827586206896,0,0.0,10,0.3448275862068966,3.3333333333333335,0,1,0,0,0.0,0.0,0.0,2,2,0,2,2,0.06896551724137931,1.0,0.034482758620689655,388,1,1,py_3
mfidabel,2021-10-05 21:31:26,Commit 650697f8cdbd7f44842fbca533965ec76c2ec69c,2021-10-13 02:43:15,Commit a3678aa8dda7bb679067799c672a564edf65ec2c,8,0,2,3,3,0.375,3,0.375,0,0.0,351,43.875,117.0,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.125,1.0,0.125,23,2,1,py_5
abhinavsagar,2019-05-02 13:20:03,Raise PR 12780,2019-09-09 00:00:00,pr comment,130,5,15,3,3,0.023076923076923078,1,0.007692307692307693,2,0.015384615384615385,7,0.05384615384615385,2.3333333333333335,2,7,0,2,0.015384615384615385,0.0,0.0,8,3,8,19,16,0.12307692307692308,0.375,0.0028846153846153848,610,3,1,py_1 css_1 md_1
yang-zhang,2017-11-17 15:39:52,Raise PR 8520,2018-01-04 21:31:26,Commit 5979cb0b09d9650e05c66b1acb64a60aba832f8b,49,-5,16,3,4,0.061224489795918366,2,0.04081632653061224,1,0.02040816326530612,133,2.7142857142857144,44.333333333333336,1,1,0,1,0.02040816326530612,0.0,0.0,3,3,0,3,3,0.061224489795918366,1.0,0.02040816326530612,42,3,1,py_3 md_1
MoyanZitto,2015-10-13 00:00:00,issue comment,2020-01-14 07:17:33,Raise Issue 13696,1555,8,23,3,9,0.0019292604501607716,3,0.0019292604501607716,0,0.0,238,0.15305466237942122,79.33333333333333,11,24,0,11,0.00707395498392283,0.0,0.0,7,3,0,8,7,0.0045016077170418,0.42857142857142855,0.0002756086357372531,273,9,1,py_6 md_3
udibr,2016-01-16 03:28:25,Raise Issue 1477,2017-08-03 16:36:15,Commit 1cb81f2f9fe20074a3df13716ee3c8eb7bdec109,566,-5,12,3,2,0.00530035335689046,3,0.00530035335689046,0,0.0,101,0.1784452296819788,33.666666666666664,11,16,1,12,0.02120141342756184,0.0625,0.00011042402826855124,9,3,0,11,9,0.015901060070671377,0.3333333333333333,0.0005889281507656066,154,10,1,py_3
oeway,2016-01-26 00:00:00,pr comment,2019-02-27 00:00:00,issue comment,1129,2,17,3,6,0.002657218777679362,2,0.001771479185119575,1,0.0008857395925597874,1050,0.9300265721877768,350.0,2,11,0,2,0.001771479185119575,0.0,0.0,3,3,0,6,3,0.002657218777679362,1.0,0.0008857395925597874,194,8,1,py_8 md_1
jorgecarleitao,2017-06-26 00:00:00,issue comment,2017-12-06 00:00:00,pr comment,164,2,20,3,5,0.018292682926829267,3,0.018292682926829267,0,0.0,107,0.6524390243902439,35.666666666666664,1,10,1,2,0.012195121951219513,0.1,0.0006097560975609756,7,3,0,8,7,0.042682926829268296,0.42857142857142855,0.0026132404181184667,582,5,1,py_5
guberti,2022-03-16 17:20:20,Commit 5c11e767a7312a80f70fa5100b7df8b4e391c4e2,2022-03-22 16:55:22,Commit 0d184e839a7b12ec8ca54b54be740883e00dfd73,6,-4,13,3,90,0.5,3,0.5,0,0.0,1928,321.3333333333333,642.6666666666666,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.16666666666666666,1.0,0.16666666666666666,22,1,1,py_55 pbtxt_18 BUILD_13 md_2 txt_1 pylintrc_1
Shaofanl,2016-05-09 07:34:27,Raise PR 2667,2018-12-06 00:00:13,Raise Issue 11809,941,8,1,3,2,0.003188097768331562,3,0.003188097768331562,0,0.0,40,0.04250797024442083,13.333333333333334,4,6,0,4,0.004250797024442083,0.0,0.0,4,3,0,4,4,0.004250797024442083,0.75,0.0007970244420828905,23,4,1,py_3
karlhigley,2021-08-27 00:00:00,pr comment,2021-11-18 15:44:59,Commit 6a7cdb506e4371b2b0bddd4189c019787139ade3,84,-4,10,3,2,0.03571428571428571,3,0.03571428571428571,0,0.0,71,0.8452380952380952,23.666666666666668,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.011904761904761904,1.0,0.011904761904761904,148,1,1,py_5
floydwch,2015-05-09 16:16:45,Commit 269c46fcdcc7e7f734fcf4876021b49aea64e6ae,2015-07-06 20:59:06,Raise PR 349,59,8,4,3,3,0.05084745762711865,2,0.03389830508474576,1,0.01694915254237288,21,0.3559322033898305,7.0,4,5,0,4,0.06779661016949153,0.0,0.0,3,3,0,3,3,0.05084745762711865,1.0,0.01694915254237288,119,2,1,py_2 md_1
charlesollion,2015-04-03 00:00:00,pr comment,2015-11-24 00:00:00,issue comment,236,2,18,3,3,0.012711864406779662,3,0.012711864406779662,0,0.0,74,0.3135593220338983,24.666666666666668,0,5,0,0,0.0,0.0,0.0,3,2,0,3,3,0.012711864406779662,0.6666666666666666,0.002824858757062147,39,2,1,py_3 md_1
srjoglekar246,2018-02-09 00:00:00,issue comment,2018-04-19 00:00:00,issue comment,70,-8,19,3,6,0.04285714285714286,3,0.04285714285714286,0,0.0,207,2.9571428571428573,69.0,2,5,0,2,0.02857142857142857,0.0,0.0,4,3,1,6,5,0.07142857142857142,0.75,0.010714285714285714,123,2,1,py_7
sfreilich,2021-01-30 14:33:56,Commit 2fde2bec570a12bd2c8e5a8a7bf301b21e58dc05,2021-07-13 20:21:41,Commit 8671ed55bb299fb43838079af07982b51768a39a,165,-4,16,3,301,0.01818181818181818,3,0.01818181818181818,0,0.0,163016,987.9757575757576,54338.666666666664,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.006060606060606061,1.0,0.006060606060606061,7,1,1,pbtxt_285 py_5 BUILD_4 md_3 bzl_2 WORKSPACE_1 bazelrc_1 LICENSE_1
mbatchkarov,2015-03-30 08:22:47,Commit 23050e0a423f3cd664b40aa0f524852d09b85b90,2015-12-09 00:00:00,issue comment,254,1,9,3,1,0.011811023622047244,3,0.011811023622047244,0,0.0,25,0.0984251968503937,8.333333333333334,0,1,0,0,0.0,0.0,0.0,1,1,0,1,1,0.003937007874015748,1.0,0.003937007874015748,34,1,1,py_3
rthadur,2020-04-01 17:55:54,Raise Issue 13930,2022-03-08 18:56:53,Raise Issue 16194,707,-7,12,3,3,0.004243281471004243,0,0.0,3,0.004243281471004243,22,0.031117397454031116,7.333333333333333,4,6,0,4,0.005657708628005658,0.0,0.0,5,2,3,20,8,0.011315417256011316,0.4,0.0005657708628005659,32,8,0,yml_2 md_1
DLPerf,2021-08-18 14:56:05,Raise Issue 15191,2021-09-07 00:00:00,pr comment,20,8,13,3,1,0.15,3,0.15,0,0.0,6,0.3,2.0,1,1,0,1,0.05,0.0,0.0,3,1,0,3,3,0.15,0.3333333333333333,0.016666666666666666,3,4,1,py_3
smauq,2015-12-06 00:20:27,Commit c7b7fae6542ac27799b71916955bc0100b6bd9f1,2015-12-08 01:27:46,Raise PR 1205,3,2,3,3,3,1.0,2,0.6666666666666666,1,0.3333333333333333,22,7.333333333333333,7.333333333333333,0,1,0,0,0.0,0.0,0.0,3,3,0,3,3,1.0,1.0,0.3333333333333333,11,1,1,py_2 md_1
Bharat123rox,2019-02-09 09:29:35,Raise PR 12239,2020-02-09 09:19:11,Raise PR 13757,365,5,2,3,3,0.00821917808219178,1,0.0027397260273972603,2,0.005479452054794521,47,0.12876712328767123,15.666666666666666,0,1,1,1,0.0027397260273972603,1.0,0.0027397260273972603,4,3,0,4,4,0.010958904109589041,0.75,0.002054794520547945,46,1,1,md_2 py_1
TimZaman,2017-05-15 12:27:49,Raise Issue 6636,2019-04-03 00:20:46,Raise Issue 12611,688,-8,0,3,4,0.00436046511627907,3,0.00436046511627907,0,0.0,142,0.2063953488372093,47.333333333333336,6,11,1,7,0.010174418604651164,0.09090909090909091,0.0001321353065539112,4,3,4,17,8,0.011627906976744186,0.75,0.0010901162790697674,155,6,1,py_4
knightXun,2018-09-25 11:43:49,Raise PR 11219,2018-10-30 22:11:59,Commit 3e772defb7781955be8c5490744532ccdfc1dd3f,36,8,6,3,4,0.08333333333333333,3,0.08333333333333333,0,0.0,147,4.083333333333333,49.0,0,0,0,0,0.0,0,0.0,7,3,0,7,7,0.19444444444444445,0.42857142857142855,0.011904761904761904,51,2,1,py_4
nehz,2015-08-06 00:00:00,issue comment,2017-08-22 08:56:48,Raise Issue 7710,748,8,11,3,49,0.004010695187165776,3,0.004010695187165776,0,0.0,1994,2.665775401069519,664.6666666666666,5,7,0,5,0.0066844919786096255,0.0,0.0,2,2,0,2,2,0.00267379679144385,1.0,0.001336898395721925,57,1,1,py_41 md_8 yml_2
mihaimaruseac,2019-09-11 00:00:00,pr comment,2022-03-25 23:06:22,Commit 0594547466f8731dccc85f2de37976dab36d6a88,927,-7,16,3,7,0.003236245954692557,3,0.003236245954692557,0,0.0,123,0.13268608414239483,41.0,0,2,0,0,0.0,0.0,0.0,0,0,1,4,1,0.0010787486515641855,0,0.0,560,0,1,py_7
mohanson,2017-01-14 11:24:46,Raise PR 5042,2017-04-13 05:10:15,Commit 5bd3976e790e6f0b23d372ca2ae01f1f4dfef73f,89,8,13,3,2,0.033707865168539325,3,0.033707865168539325,0,0.0,42,0.47191011235955055,14.0,0,0,0,0,0.0,0,0.0,3,3,0,3,3,0.033707865168539325,1.0,0.011235955056179775,499,2,1,py_3
dieuwkehupkes,2016-05-11 10:59:17,Raise PR 2693,2018-09-29 00:00:00,issue comment,871,2,8,3,4,0.003444316877152698,3,0.003444316877152698,0,0.0,46,0.05281285878300804,15.333333333333334,6,22,0,6,0.006888633754305396,0.0,0.0,5,3,0,11,5,0.0057405281285878304,0.6,0.0006888633754305396,65,3,1,py_4
RicardFos,2022-02-18 07:04:25,Raise Issue 16090,2022-03-01 00:00:00,issue comment,11,1,11,3,1,0.2727272727272727,3,0.2727272727272727,0,0.0,8,0.7272727272727273,2.6666666666666665,1,1,0,1,0.09090909090909091,0.0,0.0,1,1,0,1,1,0.09090909090909091,1.0,0.09090909090909091,1,3,1,py_3
code-review-doctor,2022-01-04 15:18:44,Raise Issue 15854,2022-04-24 17:41:59,Raise PR 16459,111,0,18,3,12,0.02702702702702703,3,0.02702702702702703,0,0.0,30,0.2702702702702703,10.0,3,3,0,3,0.02702702702702703,0.0,0.0,2,2,0,2,2,0.018018018018018018,1.0,0.009009009009009009,9,4,1,py_13
embr,2021-06-23 01:13:58,Commit 3f90361fee640fcf777518cf04e88a5fe7d2f55f,2021-06-24 01:56:04,Commit 99820e70d7d42100437441c975ff726feca53d32,2,-7,18,3,2,1.5,3,1.5,0,0.0,39,19.5,13.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,18,0,1,py_6
ericwu09,2017-06-05 00:00:00,issue comment,2017-12-29 00:00:00,issue comment,208,-4,16,3,5,0.014423076923076924,3,0.014423076923076924,0,0.0,163,0.7836538461538461,54.333333333333336,4,8,0,4,0.019230769230769232,0.0,0.0,4,3,0,4,4,0.019230769230769232,0.75,0.003605769230769231,8,5,1,py_5
mikael-epigram,2021-09-01 06:14:22,Commit 634203bbdc1d9a2cf6fbdfdec6c78dbfcddd6b76,2021-09-03 13:28:11,Commit f9c7402548914120520a7939011c1b376a906e23,3,2,15,3,61,1.0,3,1.0,0,0.0,380,126.66666666666667,126.66666666666667,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.3333333333333333,1.0,0.3333333333333333,0,1,1,py_57 pbtxt_4 BUILD_1
pasky,2016-01-12 00:00:00,issue comment,2018-03-22 18:21:56,Commit 2f4685c8195597d5c150b8fadc1ec4d8827d95cc,801,1,19,3,4,0.003745318352059925,3,0.003745318352059925,0,0.0,104,0.12983770287141075,34.666666666666664,5,46,0,5,0.006242197253433208,0.0,0.0,7,3,0,17,7,0.008739076154806492,0.42857142857142855,0.0005350454788657035,226,9,1,py_5
vinhill,2021-06-25 15:18:06,Commit 751469e85442895dc020bfa4841a871d96b3cfc1,2021-07-05 17:46:37,Commit 9badb805177dfb041fda173e64b1cf2bc985abb7,11,2,19,3,1,0.2727272727272727,3,0.2727272727272727,0,0.0,45,4.090909090909091,15.0,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.09090909090909091,1.0,0.09090909090909091,2,1,1,py_3
nouiz,2015-08-23 00:00:00,issue comment,2019-01-16 00:00:00,pr comment,1243,-4,11,3,3,0.002413515687851971,3,0.002413515687851971,0,0.0,17,0.013676588897827836,5.666666666666667,0,144,0,0,0.0,0.0,0.0,4,3,1,28,5,0.004022526146419952,0.75,0.0006033789219629927,350,2,1,py_5
eulerreich,2015-09-23 17:30:48,Commit 36578f856927cd76c8ef32b75afff9a0967f4638,2015-09-26 03:19:14,Raise PR 731,3,-5,22,3,2,1.0,1,0.3333333333333333,2,0.6666666666666666,11,3.6666666666666665,3.6666666666666665,0,0,0,0,0.0,0,0.0,3,3,0,3,3,1.0,1.0,0.3333333333333333,5,1,1,md_2 py_1
kencoken,2016-11-08 12:01:51,Raise PR 4319,2017-02-16 01:00:47,Raise Issue 5411,100,0,22,3,4,0.03,3,0.03,0,0.0,56,0.56,18.666666666666668,1,2,0,1,0.01,0.0,0.0,5,3,0,7,5,0.05,0.6,0.006,31,3,1,py_4
slowy07,2021-07-23 00:55:16,Commit 10b165f06ec9385ed7251b46eef22836bd04ad55,2021-08-02 00:00:00,pr comment,10,7,7,3,87,0.3,3,0.3,0,0.0,1076,107.6,358.6666666666667,0,0,0,0,0.0,0,0.0,2,2,0,2,2,0.2,1.0,0.1,225,2,1,py_104 BUILD_3 Dockerfile_1
vchernobyl,2017-12-07 18:54:52,Raise PR 8729,2017-12-16 00:00:00,issue comment,9,1,20,3,2,0.3333333333333333,3,0.3333333333333333,0,0.0,71,7.888888888888889,23.666666666666668,0,2,0,0,0.0,0.0,0.0,3,3,0,3,3,0.3333333333333333,1.0,0.1111111111111111,9,1,1,py_3
ynqa,2017-04-27 00:00:00,pr comment,2017-06-16 18:12:14,Commit 5ca5699b00881f6995dda787efdb1df461014b67,51,9,3,2,3,0.0392156862745098,2,0.0392156862745098,0,0.0,22,0.43137254901960786,11.0,0,0,0,0,0.0,0,0.0,2,2,0,2,2,0.0392156862745098,1.0,0.0196078431372549,59,1,1,py_3
barvinograd,2016-02-07 15:24:45,Commit 3925eabaaf2522aa285f8395f6e84ceb5ddb7c3e,2018-11-18 00:00:00,issue comment,1015,2,10,2,5,0.0019704433497536944,2,0.0019704433497536944,0,0.0,129,0.1270935960591133,64.5,4,6,0,4,0.003940886699507389,0.0,0.0,2,2,0,4,2,0.0019704433497536944,1.0,0.0009852216748768472,4,3,1,py_5
crccw,2021-02-04 19:11:54,Commit c9daa18100c5f11e90c55609602d9ba75673a7da,2021-08-01 01:36:52,Commit d3cb74e4cb971143be15d4489fd24066aa924e3f,178,-7,18,2,2,0.011235955056179775,2,0.011235955056179775,0,0.0,18,0.10112359550561797,9.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0.0,63,0,1,py_2
amogh7joshi,2021-05-06 19:07:50,Commit c83a18431259c1490e246798ae49dc22de39bd0e,2021-05-12 12:10:50,Raise PR 14642,6,-4,8,2,2,0.3333333333333333,1,0.16666666666666666,1,0.16666666666666666,18,3.0,9.0,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.16666666666666666,1.0,0.16666666666666666,10,1,1,md_1 py_1
Leoyzen,2017-03-20 06:43:11,Raise PR 5883,2017-06-12 20:59:45,Commit cd943231d1e8c7d691ff278d043bcf3bc5c563bf,85,8,4,2,2,0.023529411764705882,2,0.023529411764705882,0,0.0,6,0.07058823529411765,3.0,0,0,0,0,0.0,0,0.0,2,2,0,2,2,0.023529411764705882,1.0,0.011764705882352941,25,1,1,py_2
staticfloat,2017-06-17 00:45:34,Raise PR 7017,2017-11-09 00:00:00,pr comment,145,-7,14,2,2,0.013793103448275862,2,0.013793103448275862,0,0.0,9,0.06206896551724138,4.5,1,1,0,1,0.006896551724137931,0.0,0.0,3,2,0,4,3,0.020689655172413793,0.6666666666666666,0.004597701149425287,348,2,1,py_2
faroit,2016-01-29 13:18:09,Raise Issue 1589,2018-05-07 00:00:00,issue comment,829,1,3,2,5,0.0024125452352231603,2,0.0024125452352231603,0,0.0,26,0.031363088057901084,13.0,2,8,0,2,0.0024125452352231603,0.0,0.0,3,2,0,5,3,0.0036188178528347406,0.6666666666666666,0.0008041817450743868,354,3,1,py_3 yml_1 md_1
t-vi,2017-02-05 00:00:00,pr comment,2017-02-07 22:39:47,Commit 434545a11f10b5e47615dd23116cd8d3e24cf141,3,1,23,2,1,0.6666666666666666,2,0.6666666666666666,0,0.0,46,15.333333333333334,23.0,0,0,0,0,0.0,0,0.0,4,2,0,4,4,1.3333333333333333,0.5,0.16666666666666666,526,2,1,py_2
avn3r,2017-04-12 00:00:00,issue comment,2017-08-14 23:40:00,Commit 3f9c0a30ab6a024c9b6fbd83f4ae9119c93718b9,125,-7,16,2,8,0.016,2,0.016,0,0.0,184,1.472,92.0,2,9,0,2,0.016,0.0,0.0,5,2,0,7,5,0.04,0.4,0.0032,12,3,1,py_9
jsaporta,2017-10-26 23:18:00,Raise PR 8263,2018-04-14 18:53:05,Commit 6171b3656ebd9b6038f709ba83f7475de284ba4e,170,-5,13,2,2,0.011764705882352941,2,0.011764705882352941,0,0.0,122,0.7176470588235294,61.0,0,0,0,0,0.0,0,0.0,2,2,0,2,2,0.011764705882352941,1.0,0.0058823529411764705,13,6,1,py_2 md_1
gadagashwini,2022-02-18 00:00:00,issue comment,2022-04-25 00:00:00,issue comment,67,5,8,2,2,0.029850746268656716,2,0.029850746268656716,0,0.0,6,0.08955223880597014,3.0,0,37,0,0,0.0,0.0,0.0,3,2,0,4,3,0.04477611940298507,0.6666666666666666,0.009950248756218905,0,1,1,py_2
somewacko,2016-04-15 00:00:00,issue comment,2020-12-02 00:00:00,issue comment,1693,-4,23,2,3,0.0011813349084465446,2,0.0011813349084465446,0,0.0,160,0.09450679267572357,80.0,3,7,0,3,0.0017720023626698169,0.0,0.0,2,2,0,3,2,0.0011813349084465446,1.0,0.0005906674542232723,92,2,1,py_5
jcuypers,2017-04-04 06:14:36,Raise PR 6138,2017-04-28 18:19:01,Commit c1584101688b699769b5d886e091cce5988f9898,25,3,21,2,1,0.08,0,0.0,2,0.08,10,0.4,5.0,0,0,0,0,0.0,0,0.0,2,2,0,2,2,0.08,1.0,0.04,4,1,0,md_2
felixlaumon,2016-07-21 05:22:01,Raise PR 3274,2016-11-25 00:00:00,issue comment,127,8,1,2,3,0.015748031496062992,2,0.015748031496062992,0,0.0,67,0.5275590551181102,33.5,0,1,0,0,0.0,0.0,0.0,2,2,0,3,2,0.015748031496062992,1.0,0.007874015748031496,180,1,1,py_4
