Name,Join Date,First Activity,Last Active,Last Activity,Duration,Timezone,Worktime,Total Commits,Authored files,Commit Rate,Code Commits,Code Commit Rate,Other Commits,Other Commit Rate,Code Contribution,Code Contribution Rate,Code Contribution Density,Total Issues,Issue Participated,Issue Solved,Issue Contribution,Issue Contribution Rate,Issue Solving Ratio,Issue Solving Density,Total Pull Requests,PR Merged,PR Reviewed,PR Participated,PR Contribution,PR Contribution Rate,PR Approval Ratio,PR Approval Density,Followers,Collaborations,Languages,File Types
rchao,2019-03-28 04:10:51,Raise PR 12566,2022-04-08 04:42:40,Commit 7f0eea6087403cfce9847744d755ad2d1dae53be,1108,-7,12,61,77,0.055054151624548735,55,0.04963898916967509,6,0.005415162454873646,3708,3.3465703971119134,60.78688524590164,0,31,0,0,0.0,0.0,0.0,2,0,5,12,7,0.00631768953068592,0.0,0.0,32,1,1,py_88 pbtxt_42 BUILD_9 md_1 gitignore_1
haifeng-jin,2017-02-08 01:46:06,Raise PR 5319,2022-04-29 18:09:31,Commit 9b6752c5255fe2d082d3e14287d88a5fdd076be1,1907,-7,11,60,186,0.03146303093864709,41,0.02149973780807551,19,0.009963293130571578,3226,1.6916622968012585,53.766666666666666,0,47,3,3,0.0015731515469323545,0.06382978723404255,3.347130950919903e-05,7,5,9,25,16,0.008390141583639224,0.7142857142857143,0.00037455989212675106,607,3,1,py_211 pbtxt_32 md_10 BUILD_3 json_3 gitignore_3 pylintrc_2 txt_2 yml_1 files_1 png_1 devcontainer/Dockerfile_1 Dockerfile_1
wxs,2015-06-04 00:00:00,issue comment,2016-12-19 00:00:00,issue comment,565,-4,15,53,52,0.09380530973451327,50,0.08849557522123894,3,0.005309734513274336,2312,4.092035398230088,43.62264150943396,10,42,0,10,0.017699115044247787,0.0,0.0,18,12,0,31,18,0.03185840707964602,0.6666666666666666,0.0011799410029498525,118,15,1,py_133 md_11 gitignore_2 yml_1
chenmoneygithub,2021-01-22 18:51:14,Commit a0351962dddbd374d7a996afbe5f3b23603d70f3,2022-04-25 00:00:00,issue comment,458,-8,16,53,145,0.11572052401746726,53,0.11572052401746726,0,0.0,11712,25.572052401746724,220.9811320754717,0,34,0,0,0.0,0.0,0.0,0,0,3,5,3,0.006550218340611353,0,0.0,33,0,1,py_199 pbtxt_134 BUILD_26 bzl_5 md_1
the-moliver,2015-04-18 21:57:57,Commit 70efc97ff4fe8b3a37f7fa11b45e98a3ca6633ae,2018-01-08 19:41:59,Raise PR 9004,996,-7,17,37,43,0.03714859437751004,33,0.03313253012048193,4,0.004016064257028112,1434,1.4397590361445782,38.75675675675676,7,56,2,9,0.009036144578313253,0.03571428571428571,3.5857716580608144e-05,26,18,0,34,26,0.02610441767068273,0.6923076923076923,0.0006950880444856349,46,10,1,py_67 md_16
pavithrasv,2018-01-12 00:00:00,issue comment,2020-02-14 09:51:10,Reviewed PR 13774,764,-7,14,36,34,0.04712041884816754,35,0.04581151832460733,1,0.0013089005235602095,9366,12.25916230366492,260.1666666666667,1,57,0,1,0.0013089005235602095,0.0,0.0,18,18,5,27,23,0.030104712041884817,1.0,0.0013089005235602095,114,6,1,py_109 md_1
nzw0301,2016-04-13 00:00:00,issue comment,2021-05-21 00:00:00,issue comment,1865,9,3,35,33,0.01876675603217158,24,0.012868632707774798,11,0.005898123324396783,418,0.22412868632707775,11.942857142857143,1,13,0,1,0.0005361930294906167,0.0,0.0,36,35,1,41,37,0.019839142091152815,0.9722222222222222,0.0005212987786714328,152,7,1,py_36 md_22
hazemessamm,2019-09-28 00:00:00,issue comment,2022-04-21 00:00:00,pr comment,937,2,1,33,5,0.035218783351120594,31,0.033084311632870865,2,0.0021344717182497333,1323,1.4119530416221986,40.09090909090909,0,1,0,0,0.0,0.0,0.0,2,1,0,2,2,0.0021344717182497333,0.5,0.0005336179295624333,26,1,1,py_34 BUILD_2
matsuyamax,2015-09-26 06:21:35,Commit 7a2e8ce8a2970fe42d7c0e7db5024d4bc812d71a,2015-11-03 04:14:33,Commit 5964848bdfb6dd6848148e7c86fda5d2d458e52d,38,-7,12,32,60,0.8421052631578947,30,0.7894736842105263,2,0.05263157894736842,3485,91.71052631578948,108.90625,0,4,0,0,0.0,0.0,0.0,10,9,0,12,10,0.2631578947368421,0.9,0.02368421052631579,6,3,1,py_123 md_21 yml_3
tdhd,2015-05-28 00:00:00,issue comment,2015-06-29 00:00:00,pr comment,33,2,9,30,22,0.9090909090909091,29,0.8787878787878788,1,0.030303030303030304,2124,64.36363636363636,70.8,3,6,0,3,0.09090909090909091,0.0,0.0,11,8,0,14,11,0.3333333333333333,0.7272727272727273,0.02203856749311295,38,4,1,py_49 md_12 cfg_1 yml_1
abhaikollara,2017-02-22 00:00:00,issue comment,2019-04-08 01:53:47,Commit b2771d13b0f9146cde43af00f5a5156f56614436,776,5,1,29,27,0.037371134020618556,29,0.037371134020618556,0,0.0,707,0.9110824742268041,24.379310344827587,7,38,0,7,0.00902061855670103,0.0,0.0,50,29,1,55,51,0.06572164948453608,0.58,0.0007474226804123711,91,10,1,py_48 md_1
LukeWood,2021-06-22 17:44:12,Commit 91eb589fe8d56795777366e8af7022f907cdde47,2022-04-29 00:00:00,pr comment,311,-7,10,28,127,0.09003215434083602,27,0.08681672025723473,1,0.003215434083601286,10520,33.82636655948553,375.7142857142857,1,38,0,1,0.003215434083601286,0.0,0.0,0,0,2,12,2,0.006430868167202572,0,0.0,122,0,1,pbtxt_123 py_68 BUILD_14 bzl_1 md_1
dfossl,2022-01-23 04:48:16,Raise Issue 15939,2022-02-26 07:10:37,Commit 2485cc8e927b0d21c5f4f5543ddb1f54873c75f0,35,-8,11,27,575,0.7714285714285715,27,0.7714285714285715,0,0.0,44320,1266.2857142857142,1641.4814814814815,1,1,0,1,0.02857142857142857,0.0,0.0,3,3,0,3,3,0.08571428571428572,1.0,0.02857142857142857,2,3,1,py_377 pbtxt_246 BUILD_46 bzl_1 md_1 LICENSE_1
k-w-w,2018-09-18 00:00:00,issue comment,2022-04-28 20:37:52,Commit 574c7a20b90cf5a1012db504e19877148a3145a9,1319,-7,12,27,354,0.02047005307050796,26,0.019711902956785442,1,0.000758150113722517,3171,2.4040940106141018,117.44444444444444,0,15,0,0,0.0,0.0,0.0,1,1,0,1,1,0.000758150113722517,1.0,0.000758150113722517,73,1,1,pbtxt_316 py_79 BUILD_2
jfsantos,2015-04-14 01:24:08,Raise Issue 45,2017-03-27 00:00:00,issue comment,713,-4,11,26,32,0.0364656381486676,22,0.030855539971949508,4,0.005610098176718092,725,1.0168302945301544,27.884615384615383,15,50,1,16,0.02244039270687237,0.02,2.8050490883590464e-05,17,16,0,26,17,0.023842917251051893,0.9411764705882353,0.001320023100404257,248,8,1,py_49 md_4
adriangb,2020-03-03 00:00:00,pr comment,2021-12-01 20:59:22,Commit 11a5e22fc67108bcd3cdd505c34fb285e228efb5,639,-7,13,25,39,0.03912363067292645,25,0.03912363067292645,0,0.0,1953,3.056338028169014,78.12,2,3,0,2,0.003129890453834116,0.0,0.0,4,3,0,5,4,0.006259780907668232,0.75,0.0011737089201877935,142,6,1,py_52 pbtxt_12 BUILD_1 md_1 LICENSE_1
old-school-kid,2021-07-28 00:00:00,issue comment,2022-04-27 00:00:00,pr comment,274,5,1,24,306,0.08759124087591241,23,0.08394160583941605,1,0.0036496350364963502,11617,42.3978102189781,484.0416666666667,4,25,0,4,0.014598540145985401,0.0,0.0,6,3,4,10,10,0.0364963503649635,0.5,0.0018248175182481751,28,9,1,pbtxt_295 py_26 BUILD_2 bzl_2 md_1
myutwo150,2017-04-07 18:41:59,Commit 65a215646c653ab808170c8b8c10de2945262613,2018-03-16 05:47:02,Commit fa0e9237e049ba8e405810dce486cc59f4fd309f,343,8,2,24,26,0.06997084548104957,24,0.06997084548104957,0,0.0,1570,4.577259475218659,65.41666666666667,0,1,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,1,py_48 md_4
ahundt,2016-10-24 00:00:00,issue comment,2018-12-07 00:00:00,issue comment,775,-4,16,24,21,0.03096774193548387,17,0.02193548387096774,7,0.00903225806451613,1384,1.7858064516129033,57.666666666666664,15,63,1,16,0.02064516129032258,0.015873015873015872,2.048131080389145e-05,43,24,17,169,60,0.07741935483870968,0.5581395348837209,0.0007201800450112528,376,22,1,py_29 yml_3 md_2 gitignore_1 LICENSE_1
prakashsellathurai,2022-04-11 12:58:54,Commit 4c2d41478ca78ce282de3d1e738e97fdc40d9379,2022-04-22 21:07:29,Commit 4960f1eea7f4f9fdf05bca10bb03cc3e487ef2bc,12,5,23,23,52,1.9166666666666667,23,1.9166666666666667,0,0.0,4496,374.6666666666667,195.47826086956522,0,0,0,0,0.0,0,0.0,1,1,0,1,1,0.08333333333333333,1.0,0.08333333333333333,9,2,1,py_85 BUILD_4 WORKSPACE_1
WingsBrokenAngel,2021-09-12 00:00:00,pr comment,2021-09-26 00:00:00,pr comment,15,8,10,21,6,1.4,21,1.4,0,0.0,532,35.46666666666667,25.333333333333332,0,2,0,0,0.0,0.0,0.0,2,1,0,2,2,0.13333333333333333,0.5,0.03333333333333333,24,3,1,py_47
yanboliang,2018-06-22 00:00:00,issue comment,2018-10-06 00:00:00,issue comment,107,-7,11,21,30,0.19626168224299065,21,0.19626168224299065,0,0.0,864,8.074766355140186,41.142857142857146,2,40,0,2,0.018691588785046728,0.0,0.0,23,21,0,24,23,0.21495327102803738,0.9130434782608695,0.008533116619260463,168,6,1,py_48
joosephook,2019-02-06 00:00:00,issue comment,2019-06-13 00:00:00,issue comment,128,2,17,19,21,0.1484375,17,0.1328125,2,0.015625,304,2.375,16.0,0,4,0,0,0.0,0.0,0.0,28,19,0,29,28,0.21875,0.6785714285714286,0.005301339285714286,4,3,1,py_20 yml_15
